sofifa_id;name;team;position;foot;best_position;height;weight;age;ova;pot;growth;gk_handling;weak_foot;international_reputation;team_position;pac;sho;pas;dri;def;phy;wage;value
192033; Cicinho;CD Numancia;Defensor;Right;RWB;174;63;27;69;69; 0; 6;2;1; 2;82;56;64;72;66;61; 10000;   900000
192045;L. Rodriguez;Tigres U.A.N.L.;Defensor;Right;RB;177;76;30;76;76; 0; 7;3;1; 2;81;64;73;75;69;79; 39000;  6500000
192086;A. Kokorin;Fiorentina;Atacante;Right;CAM;184;83;30;73;73; 0;16;3;2; 4;77;73;70;76;42;65; 40000;  3000000
192094; Digao;Al Hilal;Defensor;Right;CB;187;85;27;75;75; 0;12;3;1; 2;74;31;49;49;76;81; 60000;  3400000
192122; Boveda;Deportivo de La Coruña;Defensor;Right;RB;180;77;30;70;70; 0; 8;3;1; 2;73;52;61;67;68;72;  5000;  1400000
192126;N. Bahoui;AIK;Defensor;Right;ST;188;84;30;69;69; 0;13;4;1; 2;73;70;65;67;35;73;  5000;  1400000
192128;M. Albornoz;Vejle Boldklub;Defensor;Left;LB;180;80;30;69;69; 0;10;3;1; 2;65;49;66;68;66;69;  6000;  1200000
192238; Jose Canas;PAOK;Meio-Campo;Right;CDM;178;69;31;75;75; 0;12;3;1; 3;53;45;66;57;72;74;  2000;  4500000
192242;P. Lasne;Stade Brestois 29;Meio-Campo;Left;CDM;186;77;32;73;73; 0; 8;4;1; 3;51;63;72;71;71;72; 15000;  2000000
192319;L. Garbutt;Blackpool;Defensor;Left;LB;179;73;28;68;68; 0; 9;3;1; 2;71;54;66;65;64;68;  6000;  1100000
192342;E. Cardona;Racing Club;Atacante;Right;CAM;183;92;28;76;76; 0;10;4;2; 4;51;78;81;76;34;75; 20000;  7500000
192350;J. Aquino;Tigres U.A.N.L.;Defensor;Right;LWB;168;64;31;74;74; 0;15;3;1; 2;83;63;69;76;67;60; 34000;  3100000
192476;Fontas;Sporting Kansas City;Defensor;Left;CDM;185;86;31;71;71; 0;14;3;1; 2;30;48;68;61;71;75;  5000;  1300000
192490;Juan Villar;Unión Deportiva Almería;Atacante;Right;RM;182;72;33;70;70; 0; 6;4;1; 4;87;68;67;70;36;71;  7000;  1000000
192495;R. Sawyers;Stoke City;Meio-Campo;Right;CM;185;67;29;71;71; 0;11;3;1; 3;66;61;71;73;60;66; 28000;  1800000
192496;P. Downing;Rochdale;Defensor;Right;CB;188;79;29;63;63; 0;14;3;1; 2;53;37;48;45;62;72;  3000;   400000
192560; R. Yabo;DSC Arminia Bielefeld;Atacante;Right;CAM;177;70;28;68;68; 0;16;4;1; 4;80;60;64;74;62;67; 10000;  1200000
192575; E. Badu;Hellas Verona;Defensor;Right;RW;173;71;29;69;69; 0; 5;3;2; 2;74;66;68;76;70;65; 13000;  1400000
192601; V. Camilleri;Brescia;Defensor;Right;CB;192;82;23;63;67; 4; 6;3;1; 2;58;42;46;49;70;73;  4000;   375000
192622;S. Duffy;Brighton & Hove Albion;Defensor;Right;CB;193;76;29;74;74; 0;11;3;1; 2;42;47;50;48;74;79; 43000;  3500000
186999; C. Pena;Rangers FC;Atacante;Right;ST;178;76;28;69;69; 0;12;3;1; 4;71;68;66;67;65;78; 20000;  1100000
187043;S. Johansen;Queens Park Rangers;Atacante;Left;CM;182;78;30;72;72; 0;16;3;1; 4;65;67;73;71;68;72; 14000;  2200000
187072;L. Stindl;Borussia Mönchengladbach;Atacante;Right;CAM;181;80;32;80;80; 0;10;4;3; 4;55;81;80;80;60;73; 36000; 16500000
187259;L. Ovalle;Deportivo La Guaira FC;Defensor;Left;LB;178;73;32;63;63; 0;14;3;1; 2;73;41;52;62;56;60;   500;   325000
187457; C. Noboa;Ecuador;Meio-Campo;Right;CM;183;75;33;79;79; 0; 8;3;2; 3;73;71;78;77;75;76;     0;        0
187491;F. Smolov;Russia;Atacante;Right;ST;186;83;31;76;76; 0; 9;3;2; 4;79;77;71;74;32;72;     0;        0
187598;Rafael Toloi;Atalanta;Defensor;Right;CB;185;75;30;81;81; 0;12;3;2; 2;68;47;59;65;82;82; 55000; 21000000
187701;G. Corral;Puebla FC;Defensor;Right;RB;175;70;30;71;71; 0;10;4;1; 2;75;53;67;69;70;66;  6000;  1600000
187988;F. Sammaritano;Dijon FCO;Atacante;Right;CAM;162;65;35;64;64; 0;11;4;1; 4;50;60;68;67;26;41;  1000;   240000
188041;Rafael Carioca;Tigres U.A.N.L.;Meio-Campo;Right;CDM;181;78;32;79;79; 0;13;3;1; 3;70;66;77;76;75;77; 49000; 11500000
188042;M. Suarez;River Plate;Atacante;Right;CAM;183;75;33;78;78; 0;16;4;2; 4;78;76;76;84;47;70; 21000;  9000000
188045; Maicon;Antalyaspor;Atacante;Right;RM;183;73;28;76;76; 0; 6;3;1; 4;89;70;70;73;47;72; 20000;  8000000
188081;Alex Teixeira;Beşiktaş JK;Atacante;Right;CAM;173;68;31;76;76; 0; 9;4;3; 4;73;74;70;76;39;64; 40000;  6000000
188086; Jefferson;Sporting CP;Defensor;Left;LWB;176;72;29;74;74; 0;14;2;2; 2;75;68;75;74;71;72; 10000;  4300000
188094;J. McLaughlin;Rangers FC;Goleiro;Right;GK;188;83;33;69;69; 0;68;3;1; 1;70;68;69;69;51;68; 17000;   450000
188104; D. Kisiel;GKS Bełchatów;Goleiro;Right;GK;190;84;20;52;67;15;43;3;1; 1;57;43;55;47;50;58;     0;        0
188111; Marquinhos;Cruzeiro;Atacante;Right;RW;177;68;25;72;74; 2;14;3;1; 4;81;68;68;75;35;54; 25000;  2500000
188196;R. Noir;Club Atlético Palmaflor;Atacante;Right;LM;174;65;34;68;68; 0;10;3;1; 4;73;67;66;68;43;69;   500;   575000
188274;M. Yatabare;Demir Grup Sivasspor;Meio-Campo;Right;ST;186;84;35;70;70; 0;12;3;1; 3;63;72;60;66;31;75;  9000;   675000
188397;R. Rodelin;Servette FC;Atacante;Right;ST;193;93;31;69;69; 0;13;3;1; 4;54;72;69;70;42;74; 10000;  1200000
188400;T. Kaminski;Blackburn Rovers;Goleiro;Right;GK;188;70;28;73;74; 1;75;3;1; 1;72;75;69;74;46;67; 27000;  2400000
188484;A. Hernandez;Club Atlético de San Luis;Atacante;Left;ST;185;73;30;73;73; 0; 6;4;2; 4;79;74;62;71;30;69; 15000;  3000000
188489; Ramon Motta;Antalyaspor;Defensor;Left;LM;173;65;28;74;74; 0;13;3;1; 2;79;71;72;75;68;64; 15000;  3200000
188537;L. Nego;Hungary;Defensor;Right;RM;181;71;30;71;71; 0;12;3;1; 2;80;67;67;71;63;67;     0;        0
188607;R. Salinas;Deportivo Toluca;Defensor;Right;CAM;179;72;33;68;68; 0; 6;3;1; 2;70;65;70;68;62;72;  8000;   625000
188696; F. Tabanou;En Avant de Guingamp;Defensor;Left;CM;178;77;29;70;70; 0;13;3;1; 2;67;68;72;71;68;67; 10000;  1300000
188831; J. Martin;Stevenage;Defensor;Left;LB;183;83;31;61;61; 0;15;2;1; 2;64;37;52;52;57;68;  2000;   240000
188836;J. Steele;Brighton & Hove Albion;Goleiro;Right;GK;188;79;30;65;65; 0;65;3;1; 1;63;65;67;64;35;66; 10000;   475000
188889; Leandro Cruz;Brazil;Atacante;Right;CF;173;77;25;65;69; 4;22;3;1; 4;62;60;72;63;50;69;     0;        0
188955;G. Bou;New England Revolution;Defensor;Right;ST;175;72;31;77;77; 0; 6;4;1; 2;76;79;69;76;33;71; 11000;  9000000
189068;B. Dost;Club Brugge KV;Defensor;Right;ST;196;83;32;76;76; 0;12;3;3; 2;45;78;56;64;50;76; 27000;  6000000
189118; Thiago Cionek;SPAL;Defensor;Right;CB;183;80;34;70;70; 0; 8;3;1; 2;59;26;44;52;71;71;  3000;   525000
189127;S. Aziz;Fenerbahçe SK;Defensor;Right;CB;183;81;30;74;74; 0; 9;2;1; 2;69;32;51;56;75;79; 35000;  3500000
189136; Alex Cruz;UE Llagostera;Defensor;Left;LB;179;69;28;62;62; 0;10;3;1; 2;75;36;53;52;60;66;  2000;   220000
189149; G. Cabrera;Al Faisaly;Atacante;Right;CAM;167;64;28;68;68; 0;12;4;1; 4;81;62;66;71;24;53; 15000;   900000
189211;Saul Berjon;Burgos CF;Defensor;Right;LM;178;84;35;71;71; 0;11;4;1; 2;78;68;72;72;41;63;  4000;   775000
189224;Junior Negao;Changchun Yatai FC;Atacante;Right;ST;187;75;34;75;75; 0; 7;3;1; 4;77;75;58;70;35;79; 11000;  2700000
189231; P. Hellquist;IF Brommapojkarna;Atacante;Right;RM;184;73;27;62;62; 0; 6;3;1; 4;72;58;59;58;52;70;  1000;   325000
189251;S. Rudy;TSG Hoffenheim;Defensor;Right;CM;180;74;31;76;76; 0; 8;3;2; 2;62;65;77;76;73;66; 32000;  6000000
189271;F. Coquelin;Villarreal CF;Atacante;Right;CM;176;74;30;80;80; 0; 9;3;2; 4;68;68;77;79;78;79; 39000; 20000000
189272;A. Esswein;SV Sandhausen;Atacante;Right;ST;182;85;31;67;67; 0;16;3;1; 4;75;67;62;66;53;74;  3000;   850000
189282; A. Leitch;Morecambe;Atacante;Right;ST;173;75;30;60;60; 0;15;3;1; 4;70;58;52;60;36;64;  2000;   240000
189300;M. Johansson;Legia Warszawa;Defensor;Right;RB;174;66;29;68;68; 0;10;3;1; 2;81;49;55;69;62;64;  4000;  1100000
189351; N. Paulse;South Africa;Atacante;Right;ST;192;85;27;59;67; 8;22;3;1; 4;58;56;42;57;34;71;     0;        0
189369; G. Litteri;Cosenza;Atacante;Right;ST;186;82;31;69;69; 0;11;3;1; 4;78;64;50;61;25;79;  2000;   950000
189388;D. Diekmeier;SV Sandhausen;Defensor;Right;RB;188;79;31;70;70; 0;14;2;1; 2;75;40;63;63;66;72;  5000;  1200000
189430;S. Colombi;Parma;Goleiro;Right;GK;188;83;30;68;68; 0;65;2;1; 1;70;65;53;71;41;67;  2000;   800000
189446;J. Stanislas;AFC Bournemouth;Atacante;Right;LW;183;76;31;72;72; 0; 8;4;1; 4;72;71;71;72;36;54; 27000;  1900000
189454;D. Diaz;Barcelona Sporting Club;Atacante;Right;CAM;173;67;35;76;76; 0;15;4;1; 4;74;71;77;77;44;68;  1000;  3100000
189456;L. Cooper;Leeds United;Defensor;Left;CB;187;73;29;76;76; 0;12;2;1; 2;50;35;56;58;77;78; 63000;  6500000
189472;Aridane;CA Osasuna;Defensor;Right;CB;186;77;32;77;77; 0;12;3;1; 2;56;36;54;55;76;84; 26000;  7000000
189485;Diego Farias;Benevento;Atacante;Right;LW;173;66;31;73;73; 0; 7;3;2; 4;80;69;67;77;38;48;  5000;  2500000
189506;Victor Sanchez;Girona FC;Meio-Campo;Right;CM;174;72;33;73;73; 0; 6;3;1; 3;53;65;76;71;70;69; 11000;  1900000
189518;M. Dolezal;Zagłębie Lubin;Meio-Campo;Right;ST;189;89;31;68;68; 0;14;3;1; 3;59;66;42;64;31;75;  5000;  1000000
189574; Iturraspe;RCD Espanyol de Barcelona;Meio-Campo;Right;CM;187;80;30;76;76; 0;12;3;2; 3;44;63;72;67;76;69; 26000;  7000000
189661;Alvaro Gimenez;Real Zaragoza;Atacante;Left;ST;183;83;30;68;68; 0;10;3;1; 4;70;68;59;65;30;66; 12000;  1200000
189680;Fabio;FC Nantes;Defensor;Right;LB;172;74;30;72;72; 0;10;4;2; 2;77;52;69;73;69;66; 17000;  2000000
189690;Guaita;Crystal Palace;Goleiro;Right;GK;190;80;34;79;79; 0;77;3;2; 1;80;77;77;81;51;77; 45000;  3000000
189712;K. Strootman;Cagliari;Meio-Campo;Left;CM;186;78;31;75;75; 0;12;3;3; 3;50;75;73;74;74;76; 33000;  4600000
189730;F. Di Tacchio;US Salernitana 1919;Meio-Campo;Left;CDM;186;81;31;64;64; 0; 5;3;1; 3;51;50;57;59;63;86;  9000;   475000
183546;J. Hogg;Huddersfield Town;Meio-Campo;Right;CDM;176;73;32;71;71; 0; 8;3;1; 3;63;53;60;65;69;79;  7000;  1200000
183556; N. Subotic;SC Rheindorf Altach;Defensor;Right;CB;193;85;31;71;71; 0; 5;3;2; 2;45;42;48;44;74;72;  9000;  1300000
183569;E. Choupo;FC Bayern München;Atacante;Right;ST;191;90;32;75;75; 0; 9;4;2; 4;70;73;68;78;38;73; 60000;  4600000
183574;M. Kruse;VfL Wolfsburg;Atacante;Left;CAM;180;76;33;80;80; 0; 7;4;2; 4;56;81;81;82;40;66; 74000; 13500000
183621; A. Griffith;Carlisle United;Meio-Campo;Right;CB;183;85;27;58;58; 0; 7;2;1; 3;67;39;51;53;59;79;  3000;   120000
183883; S. Tshabalala;BB Erzurumspor;Atacante;Left;CAM;170;65;33;76;76; 0;16;2;2; 4;77;72;73;78;45;63; 15000;  4700000
183895;M. Moralez;New York City FC;Atacante;Right;CAM;158;56;34;75;75; 0; 5;4;2; 4;68;70;75;77;52;49;  9000;  2600000
183937; G. van der Wiel;Toronto FC;Defensor;Right;CB;183;78;30;73;73; 0;15;3;2; 2;76;61;66;73;71;74;  7000;  3000000
183940;V. Anita;RKC Waalwijk;Meio-Campo;Right;CDM;168;66;32;67;67; 0;12;3;2; 3;61;51;64;70;63;62;  3000;   675000
183973;L. Nestor;Grenoble Foot 38;Defensor;Right;CB;179;70;32;69;69; 0; 7;3;1; 2;52;45;55;55;69;78;  4000;   900000
184037;M. Kelly;Crystal Palace;Defensor;Right;CB;191;77;31;74;74; 0;11;3;2; 2;50;44;59;61;75;64; 39000;  2900000
184071;R. Koolwijk;PEC Zwolle;Meio-Campo;Left;CDM;193;76;35;63;63; 0; 6;4;1; 3;30;58;66;60;63;58;  2000;   140000
184082;L. Kone;FC Lausanne-Sport;Defensor;Right;CB;188;98;32;68;68; 0;12;3;1; 2;39;39;49;51;68;75;  6000;   775000
184144;N. Gaitan;FC Paços de Ferreira;Atacante;Left;CAM;174;66;33;72;72; 0;11;2;3; 4;57;70;74;74;41;46;  8000;  1500000
184167;A. Moris;Royale Union Saint-Gilloise;Goleiro;Left;GK;186;79;31;73;73; 0;71;3;1; 1;73;71;79;75;47;70; 10000;  1600000
184183;S. Dewaest;Oud-Heverlee Leuven;Defensor;Right;CB;188;91;30;72;72; 0; 7;2;1; 2;43;41;48;41;72;81; 11000;  1900000
184190;R. Thomas;Angers SCO;Defensor;Left;CB;193;84;33;76;76; 0; 7;3;2; 2;34;37;54;48;78;73; 21000;  3600000
184255;K. Sigthorsson;IFK Göteborg;Atacante;Right;ST;187;87;31;66;66; 0;16;3;1; 4;54;65;55;62;38;68;  2000;   725000
184337;Go Yo Han;FC Seoul;Atacante;Right;CM;170;65;33;69;69; 0;12;3;1; 4;76;60;67;69;63;72;  3000;   850000
184387;J. Bostock;Doncaster Rovers;Defensor;Left;CDM;188;84;29;65;65; 0;14;4;1; 2;55;59;65;63;61;72;  3000;   600000
184436;A. Smithies;Cardiff City;Goleiro;Right;GK;189;88;31;71;71; 0;69;2;1; 1;72;69;68;71;59;71; 16000;  1000000
184589; J. Franks;Ross County FC;Atacante;Right;RM;174;73;26;58;58; 0;13;3;1; 4;73;52;49;61;34;56;  2000;   140000
184630;L. Daniels;Middlesbrough;Goleiro;Right;GK;195;90;33;68;68; 0;64;3;1; 1;69;64;67;75;49;64;  9000;   400000
184681; Carlos Cardoso;Alaniya Vladikavkaz;Defensor;Left;CB;190;80;27;62;68; 6;15;3;1; 2;59;50;56;49;61;76;  3000;   350000
184703;L. Montes;Club León;Atacante;Left;CAM;166;68;35;76;76; 0; 8;3;1; 4;62;73;77;79;56;66; 18000;  3000000
184704; Marquinho;Al Ahli;Atacante;Right;RM;182;79;28;75;75; 0; 6;3;1; 4;71;76;74;76;62;68; 60000;  3900000
184749;D. Gosling;Watford;Meio-Campo;Right;CM;183;79;31;70;70; 0;15;3;1; 3;50;67;70;68;70;64; 27000;  1300000
184836; P. Buaben;Heart of Midlothian;Defensor;Right;RM;183;75;29;63;63; 0; 7;3;1; 2;71;58;60;65;58;72;  2000;   350000
184881;S. Feghouli;Galatasaray SK;Atacante;Right;RM;176;75;31;74;74; 0; 7;3;3; 4;68;70;74;76;34;62; 44000;  3500000
184926; Fabiano;FC Porto;Goleiro;Right;GK;197;91;30;73;73; 0;70;1;1; 1;75;70;73;72;43;74;  9000;  2600000
184949; Mariano;Galatasaray SK;Defensor;Right;RB;177;69;33;77;77; 0;12;3;1; 2;80;64;75;75;70;76; 55000;  4000000
185000; Thiago Neves;Al Hilal;Atacante;Left;CAM;182;70;29;77;77; 0;14;3;2; 4;75;76;77;77;31;63; 80000;  5500000
185068;J. Russell;Sporting Kansas City;Atacante;Left;RW;178;76;31;75;75; 0;16;3;1; 4;77;75;71;76;50;79; 10000;  4700000
185089; E. Echiejile;HJK Helsinki;Defensor;Left;CB;185;76;30;70;70; 0;16;3;2; 2;72;59;61;65;70;75;  1000;  1300000
185144;M. Coda;Lecce;Meio-Campo;Right;ST;184;73;32;72;72; 0;10;4;1; 3;63;74;51;69;25;65;  4000;  1900000
185174;A. Poli;Antalyaspor;Meio-Campo;Right;CDM;182;77;31;75;75; 0; 5;3;2; 3;58;64;74;74;73;66; 16000;  3900000
185349;D. Odoi;Club Brugge KV;Defensor;Right;CDM;178;72;33;70;70; 0; 8;3;1; 2;73;53;67;72;67;72; 12000;   800000
185431;N. Kalinic;Hajduk Split;Atacante;Right;ST;187;79;33;74;74; 0;11;4;3; 4;62;74;64;72;42;67;  1000;  2700000
186115;K. Gibbs;Inter Miami CF;Defensor;Left;LB;180;73;31;69;69; 0;11;2;2; 2;71;56;67;69;66;67;  4000;  1000000
186116;H. Lansbury;Luton Town;Meio-Campo;Right;CM;183;85;30;67;67; 0;16;3;1; 3;52;67;69;67;59;70;  5000;   975000
186140;F. Macheda;Panathinaikos FC;Meio-Campo;Right;ST;185;77;29;72;72; 0;12;3;2; 3;69;73;58;71;30;63;   750;  2300000
186267;V. Hedenstad;Vålerenga Fotball;Defensor;Right;RB;178;74;30;69;69; 0;16;3;1; 2;75;54;64;67;61;71;  3000;  1200000
186307;M. Fabian;Mazatlán Futbol Club;Atacante;Right;CAM;171;74;31;71;71; 0;11;4;1; 4;59;72;74;74;34;65;  9000;  1600000
186347;M. Rybus;Poland;Defensor;Left;LB;173;75;31;75;75; 0; 6;3;2; 2;77;68;74;72;71;68;     0;        0
186381; G. Breen;Dundalk FC;Defensor;Right;CB;190;80;21;59;71;12;15;2;1; 2;58;26;37;33;58;59;     0;        0
186405;F. Di Santo;Göztepe SK;Atacante;Right;ST;193;78;32;72;72; 0;10;3;2; 4;63;71;64;68;45;76; 12000;  1900000
186537;C. Stuani;Girona FC;Atacante;Right;ST;186;76;34;76;76; 0;14;3;2; 4;68;78;69;69;48;83; 14000;  3600000
186550; F. Monzon;Atlético Tucumán;Defensor;Left;LB;179;75;33;69;69; 0; 9;2;1; 2;69;52;67;68;65;71;  6000;   725000
186562;J. Magennis;Wigan Athletic;Meio-Campo;Right;ST;188;92;30;66;66; 0;12;3;1; 3;61;65;56;61;50;81;  2000;   850000
186595;E. Bennett;Shrewsbury Town;Defensor;Right;RWB;178;73;32;67;67; 0;13;4;1; 2;65;59;63;62;62;66;  4000;   700000
186643; S. Lenhart;San Jose Earthquakes;Atacante;Right;ST;185;86;29;66;66; 0;11;3;1; 4;53;64;50;63;40;81;  3000;   600000
186644; H. Ephraim;Wycombe Wanderers;Atacante;Right;RW;175;70;26;63;63; 0; 8;3;1; 4;76;59;62;66;39;54;  3000;   375000
186684;Kiko Olivas;Real Valladolid CF;Defensor;Right;CB;185;83;32;72;72; 0; 8;3;1; 2;50;49;60;59;73;73;  8000;  1500000
186881;J. Holland;LASK Linz;Meio-Campo;Right;CDM;182;76;32;69;69; 0;12;4;1; 3;63;61;66;69;68;75; 13000;  1100000
186935;Claudemir;FC Vizela;Meio-Campo;Right;CDM;185;72;33;72;72; 0;13;3;1; 3;53;66;70;70;69;72;  5000;  1200000
186950;F. Daprela;FC Lugano;Defensor;Left;CB;183;76;30;67;67; 0;11;3;1; 2;69;56;61;65;66;77;  4000;   825000
186953; O. Kivrak;Trabzonspor;Goleiro;Right;GK;187;74;30;77;77; 0;74;3;2; 1;78;74;67;81;60;75; 20000;  5500000
186962; F. Barrillon;US Créteil-Lusitanos;Defensor;Right;CB;181;73;27;67;67; 0; 8;3;1; 2;64;39;55;53;67;70; 10000;   600000
186977;O. Merlo;Club Sporting Cristal;Defensor;Right;CB;185;84;34;70;70; 0;14;2;1; 2;55;35;51;45;68;75;   600;   525000
186990;H. Gonzalez;Fútbol Club Juárez;Goleiro;Right;GK;183;83;30;70;70; 0;68;4;1; 1;69;68;70;68;33;72; 18000;  1100000
177752; R. Drenthe;Kayseri Erciyesspor;Atacante;Left;LW;167;78;27;71;71; 0; 5;2;2; 4;85;62;70;78;38;61; 25000;  1700000
177765;P. Cisse;Çaykur Rizespor;Atacante;Right;ST;181;73;36;69;69; 0;10;4;2; 4;50;73;65;70;32;58;  6000;   475000
177874; Juliano Mineiro;Kashiwa Reysol;Atacante;Right;CAM;175;74;30;61;61; 0; 9;4;1; 4;60;58;59;62;55;70;  3000;   210000
177905; Vinicius;Moreirense FC;Meio-Campo;Left;CM;186;74;26;67;73; 6;10;3;1; 3;68;63;64;67;67;75;  3000;   825000
178031;P. Baysse;FC Girondins de Bordeaux;Defensor;Right;CB;185;83;33;71;71; 0;15;3;2; 2;41;45;61;61;72;69; 15000;   900000
178085; Granero;RCD Espanyol de Barcelona;Atacante;Right;CM;180;78;31;79;79; 0;14;4;2; 4;47;74;81;76;67;67; 33000; 11000000
178086;Adan;Sporting CP;Goleiro;Left;GK;190;94;34;81;81; 0;82;3;2; 1;79;82;78;80;55;83; 14000;  4400000
178108; Andre Leao;FC Paços de Ferreira;Meio-Campo;Right;CB;185;72;34;68;68; 0;16;3;1; 3;52;56;63;61;70;62;  4000;   350000
178111; M. Bisevac;FC Metz;Defensor;Right;CB;185;81;33;72;72; 0; 8;3;1; 2;57;49;61;55;72;70; 10000;  1300000
178233; A. Djoum;Al Raed;Meio-Campo;Right;CM;183;78;31;69;69; 0;13;3;1; 3;66;62;65;71;59;69; 10000;  1100000
178283;R. Boffin;Antalyaspor;Goleiro;Right;GK;196;86;33;71;71; 0;67;2;1; 1;72;67;68;72;56;70;  9000;   600000
178415;R. Vormer;Club Brugge KV;Meio-Campo;Right;CM;178;79;33;77;77; 0;16;4;2; 3;56;75;79;70;75;76; 26000;  6500000
178417;C. Mulgrew;Dundee United;Defensor;Left;CB;191;80;35;68;68; 0;10;3;1; 2;42;62;68;63;69;70;  2000;   325000
178424;Antunes;FC Paços de Ferreira;Defensor;Left;LB;176;70;34;74;74; 0; 7;3;2; 2;71;69;74;74;71;68;  9000;  1500000
178578; Ione Cabrera;WSG Tirol;Defensor;Right;CB;188;77;33;64;64; 0;10;4;1; 2;35;46;53;41;64;67;  3000;   210000
178625;Mosquera;SD Huesca;Meio-Campo;Left;CDM;184;75;33;71;71; 0;15;3;1; 3;44;59;69;67;70;71;  8000;   925000
178694; S. Brown;AFC Wimbledon;Goleiro;Right;GK;186;82;23;56;59; 3;53;1;1; 1;61;53;47;59;43;55;     0;    60000
179547;V. Mannone;AS Monaco;Goleiro;Right;GK;189;77;33;70;70; 0;67;3;1; 1;68;67;66;71;55;72; 18000;   525000
179548; K. Holmen;Kongsvinger IL Toppfotball;Atacante;Right;ST;180;78;27;54;65;11;13;3;1; 4;88;49;37;48;18;56;     0;        0
179551;O. Kamara;D.C. United;Atacante;Right;ST;184;81;31;72;72; 0;10;3;1; 4;73;72;60;68;33;77;  7000;  2000000
179560;M. Sulejmani;BSC Young Boys;Atacante;Left;LW;179;73;32;71;71; 0;15;3;2; 4;70;70;73;72;31;47; 11000;  1500000
179574;G. Hooper;Wellington Phoenix;Atacante;Right;ST;175;82;33;69;69; 0; 7;3;1; 4;55;72;62;66;30;66;  3000;   900000
179613;B. Sako;AS Saint-Étienne;Defensor;Left;LM;183;90;33;68;68; 0;16;3;1; 2;63;70;66;69;38;73; 12000;   750000
179731;D. Cabrera;Gallos Blancos de Querétaro;Meio-Campo;Left;CDM;180;76;31;68;68; 0;14;3;1; 3;61;61;70;65;63;69;  5000;   850000
179751; J. Larrivey;Universidad de Chile;Atacante;Right;ST;186;82;34;70;70; 0;11;3;1; 4;59;71;56;61;41;81;  8000;   925000
179789;D. Da Silva;Olympique Lyonnais;Defensor;Right;CB;184;83;33;75;75; 0; 8;4;2; 2;43;37;55;53;77;74; 46000;  2700000
179844; Diego Costa;Atlético de Madrid;Atacante;Right;ST;188;84;31;80;80; 0;13;4;4; 4;73;79;65;74;48;86; 63000; 18000000
179917; K. Osei Gyan;Halmstads BK;Meio-Campo;Right;CDM;174;69;26;67;68; 1;13;3;1; 3;72;58;64;66;62;72; 10000;   700000
180382; A. Price;Limerick FC;Defensor;Left;CB;193;80;32;54;54; 0;14;3;1; 2;32;32;41;27;53;63;  2000;    60000
180432; Hernanes;Hebei FC;Atacante;Right;CM;180;77;33;78;78; 0; 5;5;3; 4;61;68;82;75;66;68; 20000;  6000000
180635; T. Elphick;Huddersfield Town;Defensor;Right;CB;187;85;32;68;68; 0;13;3;1; 2;33;37;51;54;69;65; 11000;   775000
180714;Guilherme;FC Lokomotiv Moscow;Goleiro;Right;GK;198;96;35;77;77; 0;71;2;2; 1;80;71;73;79;38;75; 22000;  1200000
180716; Rhodolfo;Beşiktaş JK;Defensor;Right;CB;193;84;29;76;76; 0;10;3;2; 2;40;53;57;54;77;77; 60000;  4000000
180818;D. McGoldrick;Sheffield United;Atacante;Right;CF;183;74;33;72;72; 0; 7;3;1; 4;60;72;71;75;33;66; 23000;  1500000
180823;R. Reznik;FC Viktoria Plzeň;Defensor;Right;RB;183;79;32;74;74; 0;12;3;1; 2;73;60;66;67;71;77;   950;  2900000
180826;Luiz Adriano;Antalyaspor;Atacante;Right;ST;184;80;34;76;76; 0;10;3;2; 4;71;76;66;76;33;64; 20000;  3600000
181019; Everton Ribeiro;Brazil;Atacante;Left;CAM;174;69;26;81;83; 2;13;3;2; 4;83;73;79;86;46;52;     0;        0
181120; Chong Te Se;Shimizu S-Pulse;Atacante;Right;ST;181;80;36;65;65; 0; 9;3;2; 4;60;66;62;61;40;75;  1000;   240000
181367; Joao Victor;Cruzeiro;Defensor;Left;CF;173;68;23;62;73;11;20;3;1; 2;64;48;60;62;52;60;     0;        0
181370; Thiago Heleno;Figueirense;Defensor;Right;CB;188;89;26;72;72; 0; 6;2;1; 2;50;42;50;50;74;79; 25000;  1800000
181795;F. Kudryashov;Antalyaspor;Defensor;Left;CB;181;81;34;69;69; 0;11;3;1; 2;71;45;60;63;69;76;  8000;   450000
182170; W. Aubameyang;Kilmarnock;Atacante;Right;ST;181;75;23;60;68; 8;11;3;1; 4;74;55;48;62;19;56;     0;        0
182343;Hao Junmin;China PR;Meio-Campo;Right;CAM;181;71;34;71;71; 0;16;4;1; 3;69;70;74;73;62;66;     0;        0
182440;R. Kruse;Melbourne Victory;Atacante;Right;RW;179;70;32;65;65; 0;11;3;1; 4;68;60;63;66;40;60;  3000;   575000
182473;Li Xuepeng;Guangzhou FC;Defensor;Left;LB;185;75;32;71;71; 0;16;3;1; 2;81;55;68;68;66;71; 14000;  1300000
182495;M. Caceres;Levante Unión Deportiva;Defensor;Right;CB;181;78;34;75;75; 0; 3;3;2; 2;70;51;63;69;75;75; 23000;  1800000
182617;D. Hylton;Luton Town;Atacante;Right;ST;183;71;32;65;65; 0;12;3;1; 4;54;65;55;62;41;76;  4000;   575000
182836;A. Carroll;West Bromwich Albion;Atacante;Left;ST;193;79;32;71;71; 0;14;3;2; 4;35;74;62;62;48;80; 29000;  1500000
